sk_cliente,id_cliente,nome_cliente,segmento_cliente,canal_aquisicao,uf_cliente,data_cadastro,faixa_etaria,ativo
3266,CLI03266,Ravy Nunes,PF - Varejo,Digital,ES,2021-08-02,46-55,True
3267,CLI03267,Daniela Cassiano,PF - Varejo,Indicação,RJ,2023-06-27,26-35,True
3268,CLI03268,Oliver Caldeira,PF - Varejo,Fidelização,ES,2022-01-19,26-35,True
3269,CLI03269,Rhavi Aragão,PF - Varejo,Digital,MG,2023-05-25,26-35,True
3270,CLI03270,Mariah Mendes,PF - Varejo,Indicação,CE,2021-06-21,46-55,True
3271,CLI03271,Felipe da Mota,PF - Premium,Digital,SC,2021-01-08,56+,True
3272,CLI03272,Jade Viana,PF - Varejo,Indicação,MG,2022-11-08,18-25,True
3273,CLI03273,Manuella da Paz,PF - Varejo,Recall,MG,2022-06-25,26-35,True
3274,CLI03274,Gabriela Campos,PF - Premium,CRM Ativo,SP,2021-01-16,36-45,True
3275,CLI03275,João Felipe Guerra,PF - Varejo,Indicação,PR,2022-01-18,26-35,True
3276,CLI03276,Sr. André Pastor,PF - Varejo,Indicação,PR,2021-06-10,46-55,True
3277,CLI03277,Luiz Fernando da Rocha,PF - Varejo,Showroom,SP,2022-10-21,36-45,True
3278,CLI03278,Maria Rios,PF - Varejo,Showroom,ES,2022-01-16,56+,True
3279,CLI03279,Dr. Gael Henrique Viana,PF - Varejo,Fidelização,SP,2022-08-06,56+,True
3280,CLI03280,Vinícius Castro,PF - Varejo,Digital,SP,2021-07-20,26-35,True
3281,CLI03281,Dr. Nicolas Sousa,PJ - Frota Pequena,CRM Ativo,PR,2022-05-23,46-55,True
3282,CLI03282,Ana Luiza Aparecida,PJ - Frota Pequena,Digital,SP,2023-04-22,18-25,True
3283,CLI03283,Alexia Silveira,PF - Varejo,Indicação,SP,2022-09-30,26-35,True
3284,CLI03284,Lívia Lopes,PF - Varejo,Fidelização,SP,2022-03-13,36-45,True
3285,CLI03285,Rael Martins,PF - Premium,Digital,SP,2022-11-27,26-35,True
3286,CLI03286,Gustavo Henrique Almeida,PF - Varejo,Digital,SP,2021-03-09,36-45,True
3287,CLI03287,João Vitor Fogaça,PF - Premium,Digital,MG,2022-01-11,36-45,True
3288,CLI03288,Francisco Rodrigues,PJ - Frota Pequena,Indicação,BA,2022-01-16,46-55,True
3289,CLI03289,Luna Lopes,PF - Varejo,Digital,MG,2021-10-06,18-25,True
3290,CLI03290,Enzo Gabriel Pimenta,PF - Varejo,Indicação,SP,2021-10-18,36-45,True
3291,CLI03291,Lavínia Martins,PJ - Frota Pequena,Indicação,PE,2023-01-02,56+,True
3292,CLI03292,Augusto Teixeira,PJ - Frota Grande,Fidelização,RJ,2022-08-05,18-25,True
3293,CLI03293,Sr. Breno Duarte,PF - Premium,Recall,DF,2023-02-04,56+,True
3294,CLI03294,Emanuel Costa,PF - Premium,Digital,SP,2022-09-05,18-25,True
3295,CLI03295,Nathan Rodrigues,PF - Premium,Recall,GO,2022-10-01,36-45,True
3296,CLI03296,Dr. Ryan Carvalho,PJ - Frota Grande,Recall,DF,2022-01-26,26-35,True
3297,CLI03297,Sr. Ian Farias,PJ - Frota Pequena,Showroom,SP,2021-05-29,26-35,True
3298,CLI03298,Dr. Kaique Pinto,PJ - Frota Grande,Indicação,MG,2021-08-20,26-35,True
3299,CLI03299,Sophie da Costa,PF - Premium,Fidelização,RJ,2022-04-12,36-45,True
3300,CLI03300,Enzo Gabriel Silva,PJ - Frota Grande,Showroom,SC,2022-07-08,36-45,True
3301,CLI03301,Leandro da Cunha,PF - Varejo,Digital,BA,2022-10-22,26-35,True
3302,CLI03302,Maria Laura da Conceição,PF - Varejo,Indicação,MG,2023-03-20,46-55,True
3303,CLI03303,Erick Novaes,PF - Varejo,Showroom,PE,2023-01-10,26-35,True
3304,CLI03304,Benjamin Pimenta,PF - Premium,CRM Ativo,ES,2022-08-04,26-35,True
3305,CLI03305,Sr. Igor Barros,PF - Varejo,Indicação,BA,2022-12-11,46-55,True
3306,CLI03306,Ana Carolina da Mata,PF - Premium,Digital,SP,2021-09-12,36-45,True
3307,CLI03307,Henrique Martins,PF - Varejo,Showroom,MG,2022-09-09,26-35,True
3308,CLI03308,Dra. Fernanda Novaes,PF - Varejo,Indicação,SP,2021-03-04,18-25,True
3309,CLI03309,Enzo Gabriel Albuquerque,PF - Varejo,Indicação,SP,2021-07-25,46-55,True
3310,CLI03310,Ryan Campos,PF - Varejo,Showroom,BA,2021-03-01,36-45,True
3311,CLI03311,Théo Sousa,PJ - Frota Grande,Indicação,BA,2023-03-14,56+,True
3312,CLI03312,Raquel da Rosa,PJ - Frota Pequena,Indicação,RJ,2021-05-10,26-35,True
3313,CLI03313,Paulo Barbosa,PF - Premium,Showroom,RJ,2021-02-21,36-45,True
3314,CLI03314,Rebeca Fogaça,PF - Premium,Digital,DF,2021-03-31,46-55,True
3315,CLI03315,Isaac Peixoto,PF - Varejo,Recall,SP,2022-08-21,36-45,True
3316,CLI03316,Olivia Teixeira,PJ - Frota Grande,Fidelização,RJ,2021-08-26,26-35,True
3317,CLI03317,Davi Mendes,PF - Varejo,Digital,SP,2022-09-17,36-45,True
3318,CLI03318,Eduardo Cunha,PF - Varejo,Digital,SP,2021-05-21,56+,True
3319,CLI03319,Yago Barros,PJ - Frota Pequena,Digital,SP,2021-07-10,36-45,True
3320,CLI03320,Alícia Ribeiro,PF - Varejo,Digital,GO,2021-09-02,36-45,True
3321,CLI03321,Davi Lucas da Rosa,PF - Premium,Digital,PE,2022-10-30,56+,True
3322,CLI03322,Ana Cavalcante,PF - Premium,Digital,MG,2022-04-10,26-35,True
3323,CLI03323,Apollo Teixeira,PF - Premium,Digital,SP,2021-07-27,26-35,True
3324,CLI03324,Diogo Monteiro,PF - Varejo,Fidelização,PR,2022-10-13,46-55,True
3325,CLI03325,Isabel Cunha,PF - Varejo,Recall,MG,2021-12-05,36-45,True
3326,CLI03326,Kaique Vieira,PF - Varejo,Digital,RJ,2023-03-27,26-35,True
3327,CLI03327,Daniela Farias,PJ - Frota Grande,Indicação,RJ,2023-04-30,36-45,True
3328,CLI03328,Clarice Alves,PJ - Frota Pequena,Digital,BA,2022-11-01,46-55,True
3329,CLI03329,Yan Rezende,PF - Varejo,Digital,RJ,2021-07-14,46-55,True
3330,CLI03330,Diogo Vieira,PF - Varejo,Digital,RS,2023-03-24,36-45,True
3331,CLI03331,Srta. Eloá Dias,PF - Varejo,Digital,SP,2023-03-06,36-45,True
3332,CLI03332,Sra. Emilly Teixeira,PF - Premium,Fidelização,SP,2021-08-21,46-55,True
3333,CLI03333,Pedro Câmara,PF - Premium,Indicação,BA,2023-02-15,18-25,True
3334,CLI03334,Lorena Sales,PJ - Frota Grande,Fidelização,RJ,2022-12-21,26-35,True
3335,CLI03335,Nicolas Brito,PF - Varejo,Digital,RJ,2021-05-23,26-35,True
3336,CLI03336,Heitor da Costa,PF - Premium,Indicação,DF,2022-07-24,46-55,True
3337,CLI03337,Otávio Freitas,PF - Varejo,Fidelização,SP,2021-05-12,18-25,True
3338,CLI03338,Dr. João Felipe Moura,PF - Premium,Digital,PR,2021-10-19,56+,True
3339,CLI03339,João Miguel Cassiano,PJ - Frota Grande,Recall,CE,2022-05-30,18-25,True
3340,CLI03340,Sr. Vitor Sousa,PF - Varejo,Showroom,MG,2022-05-30,36-45,True
3341,CLI03341,Catarina Albuquerque,PF - Varejo,Recall,SP,2023-06-09,36-45,True
3342,CLI03342,Henry Gabriel Pires,PF - Varejo,Indicação,RJ,2022-02-01,26-35,True
3343,CLI03343,Liz da Mata,PJ - Frota Pequena,Indicação,SP,2023-05-05,36-45,True
3344,CLI03344,Ana Sophia Almeida,PF - Varejo,Indicação,SP,2022-11-01,56+,True
3345,CLI03345,Antony Jesus,PF - Premium,Digital,MG,2022-12-23,26-35,True
3346,CLI03346,Maria Flor Vieira,PF - Varejo,Recall,SC,2023-02-23,26-35,True
3347,CLI03347,Ana Laura Novaes,PJ - Frota Pequena,Indicação,SP,2023-02-16,18-25,True
3348,CLI03348,Sr. Anthony Gabriel Rios,PF - Varejo,Fidelização,MG,2022-03-22,18-25,True
3349,CLI03349,Bárbara Pinto,PJ - Frota Grande,Fidelização,CE,2022-03-28,56+,True
3350,CLI03350,Ravi Oliveira,PF - Varejo,Fidelização,RS,2021-02-05,46-55,True
3351,CLI03351,Srta. Heloísa Silveira,PJ - Frota Pequena,Digital,CE,2021-10-27,26-35,True
3352,CLI03352,Zoe das Neves,PF - Varejo,Indicação,PE,2023-05-03,26-35,True
3353,CLI03353,Ester Castro,PF - Premium,Digital,PE,2022-04-14,26-35,True
3354,CLI03354,Sr. Lorenzo Aragão,PJ - Frota Pequena,Fidelização,MG,2021-04-19,26-35,True
3355,CLI03355,Amanda Borges,PJ - Frota Pequena,Fidelização,CE,2022-01-04,26-35,True
3356,CLI03356,Davi Miguel Marques,PJ - Frota Pequena,Digital,PR,2021-07-19,46-55,True
3357,CLI03357,Valentim Nascimento,PF - Varejo,Showroom,PR,2022-12-31,56+,True
3358,CLI03358,Sr. Thiago Gonçalves,PF - Varejo,Digital,GO,2021-02-08,18-25,True
3359,CLI03359,Maria Laura Viana,PF - Varejo,CRM Ativo,RJ,2022-10-27,56+,True
3360,CLI03360,Enrico Almeida,PF - Varejo,Digital,CE,2021-11-18,36-45,True
3361,CLI03361,Heitor Moura,PF - Premium,Digital,DF,2022-01-26,26-35,True
3362,CLI03362,Thiago Pereira,PF - Varejo,Indicação,PR,2022-09-16,26-35,True
3363,CLI03363,Luigi Pimenta,PF - Varejo,Digital,SP,2021-12-16,18-25,True
3364,CLI03364,Nathan Ribeiro,PF - Premium,Digital,DF,2022-06-28,46-55,True
3365,CLI03365,João Vitor Teixeira,PF - Varejo,Recall,SP,2022-01-15,46-55,True
3366,CLI03366,Dom Duarte,PJ - Frota Grande,Digital,RS,2021-08-04,26-35,True
3367,CLI03367,Heloisa Sousa,PF - Varejo,Fidelização,SP,2021-05-19,26-35,True
3368,CLI03368,Nathan Leão,PF - Varejo,Showroom,RJ,2021-04-22,56+,True
3369,CLI03369,Sra. Mariah Cirino,PF - Varejo,Digital,BA,2021-12-13,26-35,True
3370,CLI03370,Cauê Rios,PF - Premium,Indicação,SP,2021-10-26,26-35,True
3371,CLI03371,Maria Luísa Abreu,PJ - Frota Grande,Recall,CE,2022-06-25,26-35,True
3372,CLI03372,Otávio Mendonça,PF - Premium,Digital,PE,2022-07-18,46-55,True
3373,CLI03373,Igor Viana,PJ - Frota Pequena,Indicação,PR,2022-01-28,36-45,True
3374,CLI03374,Amanda Gonçalves,PJ - Frota Grande,Digital,SP,2022-05-24,36-45,True
3375,CLI03375,Dr. Murilo Viana,PF - Varejo,Indicação,DF,2021-07-24,36-45,True
3376,CLI03376,Dr. Pietro Lima,PJ - Frota Pequena,Fidelização,RJ,2021-10-08,36-45,True
3377,CLI03377,Sra. Luísa Garcia,PF - Varejo,Fidelização,RJ,2022-08-14,36-45,True
3378,CLI03378,Zoe das Neves,PF - Varejo,Digital,SP,2023-03-07,26-35,True
3379,CLI03379,Sra. Milena da Costa,PJ - Frota Pequena,Fidelização,RJ,2022-01-30,36-45,True
3380,CLI03380,Luigi Pacheco,PJ - Frota Pequena,Indicação,SC,2022-10-04,26-35,True
3381,CLI03381,Otto Vasconcelos,PF - Premium,Recall,PR,2022-12-29,46-55,True
3382,CLI03382,Vitor Mendonça,PF - Varejo,Digital,MG,2021-10-17,46-55,True
3383,CLI03383,Dra. Isis Monteiro,PF - Varejo,Fidelização,RJ,2021-03-05,26-35,True
3384,CLI03384,Srta. Mirella Rios,PJ - Frota Pequena,Indicação,MG,2022-03-09,18-25,True
3385,CLI03385,Luiza Pinto,PF - Varejo,Recall,PR,2021-07-01,36-45,True
3386,CLI03386,Ana Clara Rocha,PF - Varejo,Indicação,MG,2021-05-12,56+,True
3387,CLI03387,Maria Eduarda Almeida,PJ - Frota Pequena,Indicação,SP,2021-01-06,56+,True
3388,CLI03388,Larissa Carvalho,PF - Premium,Digital,CE,2022-11-20,26-35,True
3389,CLI03389,Luísa Barbosa,PF - Varejo,CRM Ativo,RS,2023-04-11,26-35,True
3390,CLI03390,Leonardo Duarte,PF - Varejo,Indicação,CE,2021-11-28,26-35,True
3391,CLI03391,Maria Peixoto,PF - Varejo,CRM Ativo,SP,2023-05-03,18-25,True
3392,CLI03392,Lara Pires,PF - Varejo,Indicação,MG,2023-01-30,56+,True
3393,CLI03393,Ana Laura Moura,PJ - Frota Pequena,Digital,RJ,2022-08-30,36-45,True
3394,CLI03394,Dr. Luan Souza,PF - Varejo,Indicação,PE,2021-05-28,26-35,True
3395,CLI03395,Benjamin Costa,PF - Varejo,Digital,MG,2022-08-02,18-25,True
3396,CLI03396,Rael Costela,PF - Varejo,Digital,RS,2022-10-22,26-35,True
3397,CLI03397,Ana Liz Costela,PF - Varejo,Recall,SC,2021-01-05,26-35,True
3398,CLI03398,Maria Helena Nogueira,PF - Varejo,Digital,BA,2023-05-15,26-35,True
3399,CLI03399,Hadassa Oliveira,PF - Varejo,Indicação,SP,2023-03-27,36-45,True
3400,CLI03400,Caio Siqueira,PF - Varejo,Fidelização,PR,2023-02-09,36-45,True
3401,CLI03401,Eloah Melo,PF - Varejo,Digital,SP,2021-09-05,56+,True
3402,CLI03402,Ana Liz Cavalcanti,PJ - Frota Grande,Indicação,SP,2023-06-29,26-35,True
3403,CLI03403,Matteo Barros,PF - Premium,Showroom,DF,2023-03-02,46-55,True
3404,CLI03404,Liz Rocha,PF - Varejo,Recall,RS,2022-04-28,36-45,True
3405,CLI03405,Sra. Isis Campos,PF - Varejo,Recall,PR,2021-11-23,36-45,True
3406,CLI03406,João Pedro Silva,PF - Premium,Showroom,RS,2022-09-22,36-45,True
3407,CLI03407,Maria Rezende,PF - Premium,Digital,SP,2021-09-18,18-25,True
3408,CLI03408,Esther da Luz,PF - Premium,Recall,ES,2022-02-23,26-35,True
3409,CLI03409,Lorena Ferreira,PF - Varejo,Indicação,SP,2023-02-13,46-55,True
3410,CLI03410,Pedro Miguel Garcia,PF - Varejo,Recall,RS,2022-09-12,36-45,True
3411,CLI03411,Ana Clara Fogaça,PJ - Frota Pequena,Digital,RJ,2021-01-19,56+,True
3412,CLI03412,Aylla Pinto,PJ - Frota Pequena,Indicação,SP,2022-10-26,18-25,True
3413,CLI03413,Ana Lívia Aragão,PF - Varejo,CRM Ativo,PR,2021-05-15,26-35,True
3414,CLI03414,Igor Garcia,PJ - Frota Pequena,Digital,RJ,2023-02-01,56+,True
3415,CLI03415,Vitor Hugo Silveira,PJ - Frota Pequena,Fidelização,MG,2021-12-09,46-55,True
3416,CLI03416,Eduarda Aparecida,PF - Varejo,Recall,ES,2022-05-07,26-35,True
3417,CLI03417,Davi Lucca Vargas,PJ - Frota Pequena,Digital,SP,2022-01-22,46-55,True
3418,CLI03418,Bruna Jesus,PF - Varejo,Recall,SP,2022-10-14,56+,True
3419,CLI03419,Dra. Letícia Sales,PF - Varejo,Indicação,SP,2023-06-26,56+,True
3420,CLI03420,Igor Pires,PJ - Frota Pequena,Showroom,MG,2022-02-05,36-45,True
3421,CLI03421,Arthur Gabriel Ferreira,PF - Varejo,Recall,SP,2021-08-14,56+,True
3422,CLI03422,Bruno da Cunha,PJ - Frota Pequena,Digital,SP,2023-01-05,46-55,True
3423,CLI03423,Mariah Carvalho,PF - Varejo,Indicação,SP,2022-12-16,36-45,True
3424,CLI03424,Cauê Sá,PJ - Frota Pequena,Digital,SP,2021-05-08,36-45,True
3425,CLI03425,Pedro Lucas da Rosa,PJ - Frota Pequena,Indicação,SP,2022-02-01,56+,True
3426,CLI03426,Dr. Raul da Mata,PJ - Frota Grande,CRM Ativo,GO,2022-03-06,26-35,True
3427,CLI03427,Ana Júlia Ramos,PF - Varejo,Digital,RJ,2023-04-22,56+,True
3428,CLI03428,Anthony Gabriel Vargas,PJ - Frota Pequena,Showroom,SP,2022-11-06,56+,True
3429,CLI03429,Liam Macedo,PJ - Frota Pequena,Indicação,DF,2023-02-04,26-35,True
3430,CLI03430,Leandro Camargo,PF - Varejo,Showroom,RS,2021-04-20,18-25,True
3431,CLI03431,Valentim Vieira,PF - Varejo,CRM Ativo,RS,2022-11-08,46-55,True
3432,CLI03432,Maria Vitória Lima,PF - Varejo,Indicação,SP,2021-05-01,26-35,True
3433,CLI03433,Isabelly da Costa,PF - Varejo,Indicação,PR,2021-11-04,26-35,True
3434,CLI03434,Maria Cecília da Mota,PJ - Frota Pequena,Indicação,MG,2021-11-20,18-25,True
3435,CLI03435,Sr. Miguel Melo,PF - Varejo,Indicação,ES,2022-09-20,46-55,True
3436,CLI03436,Joaquim Porto,PF - Varejo,Indicação,PR,2023-01-05,46-55,True
3437,CLI03437,Rafaela Pinto,PF - Varejo,Recall,GO,2021-07-21,46-55,True
3438,CLI03438,Murilo Caldeira,PJ - Frota Pequena,Fidelização,PE,2023-04-08,36-45,True
3439,CLI03439,Rael Fogaça,PF - Premium,Showroom,BA,2022-04-16,56+,True
3440,CLI03440,Ana Liz Aparecida,PF - Varejo,Digital,RJ,2022-03-19,26-35,True
3441,CLI03441,Gabriel Lopes,PF - Varejo,Showroom,SP,2022-06-21,46-55,True
3442,CLI03442,Gustavo Dias,PF - Premium,Digital,SP,2021-04-28,36-45,True
3443,CLI03443,Calebe Novais,PJ - Frota Pequena,Fidelização,DF,2023-04-11,56+,True
3444,CLI03444,Luiz Henrique Ferreira,PF - Premium,Fidelização,GO,2023-04-20,56+,True
3445,CLI03445,Eloá Silva,PF - Varejo,CRM Ativo,MG,2023-06-23,46-55,True
3446,CLI03446,João Lucas Aparecida,PF - Varejo,Digital,SP,2021-12-22,26-35,True
3447,CLI03447,Théo Dias,PF - Varejo,Fidelização,SP,2021-08-28,26-35,True
3448,CLI03448,Marcelo Andrade,PF - Varejo,Recall,SP,2022-02-11,26-35,True
3449,CLI03449,Ana Nunes,PF - Varejo,Showroom,SP,2022-07-27,26-35,True
3450,CLI03450,Yuri da Paz,PF - Varejo,CRM Ativo,RJ,2021-05-16,36-45,True
3451,CLI03451,Luiza Rocha,PF - Varejo,Digital,SP,2021-05-22,18-25,True
3452,CLI03452,Sra. Agatha Ramos,PF - Varejo,Digital,SP,2021-09-13,46-55,True
3453,CLI03453,Nicole Almeida,PJ - Frota Grande,Digital,RS,2022-06-02,56+,True
3454,CLI03454,Lara Rezende,PJ - Frota Pequena,Digital,BA,2021-04-01,26-35,True
3455,CLI03455,Camila Fogaça,PF - Premium,Digital,SP,2023-03-20,36-45,True
3456,CLI03456,Oliver Jesus,PF - Varejo,Showroom,MG,2021-07-26,36-45,True
3457,CLI03457,Laís Garcia,PF - Varejo,Indicação,PR,2023-03-26,56+,True
3458,CLI03458,Srta. Isabel Rezende,PF - Varejo,Digital,DF,2022-07-21,18-25,True
3459,CLI03459,João Pedro Sampaio,PJ - Frota Pequena,Digital,RJ,2021-06-22,26-35,True
3460,CLI03460,Dra. Anna Liz Castro,PF - Varejo,Digital,SC,2022-06-28,46-55,True
3461,CLI03461,Cecília Fonseca,PF - Premium,Showroom,SP,2021-12-04,36-45,True
3462,CLI03462,Sra. Lívia Cavalcante,PF - Varejo,Showroom,RJ,2021-10-19,36-45,True
3463,CLI03463,Sr. Luiz Otávio Pinto,PJ - Frota Pequena,Digital,SP,2021-06-18,36-45,True
3464,CLI03464,Cecilia Duarte,PF - Varejo,Showroom,PE,2021-06-19,36-45,True
3465,CLI03465,Olívia Oliveira,PF - Varejo,Showroom,SP,2023-03-16,26-35,True
3466,CLI03466,Gael Henrique Leão,PJ - Frota Grande,Showroom,SP,2023-03-21,26-35,True
3467,CLI03467,Ayla Barros,PF - Premium,Showroom,GO,2022-02-23,26-35,True
3468,CLI03468,Stephany Almeida,PJ - Frota Grande,Recall,BA,2022-06-29,36-45,True
3469,CLI03469,Luiz Fernando da Costa,PF - Varejo,CRM Ativo,SP,2022-09-13,26-35,True
3470,CLI03470,João Pedro Moraes,PJ - Frota Pequena,Recall,GO,2023-05-07,36-45,True
3471,CLI03471,Davi Lucas Gomes,PF - Varejo,CRM Ativo,SP,2021-04-03,46-55,True
3472,CLI03472,José Pedro Marques,PF - Varejo,Fidelização,SP,2021-09-15,36-45,True
3473,CLI03473,Luna Abreu,PJ - Frota Pequena,Digital,BA,2023-01-20,46-55,True
3474,CLI03474,Clarice Martins,PJ - Frota Pequena,CRM Ativo,MG,2022-10-04,26-35,True
3475,CLI03475,Sra. Ester Fernandes,PF - Varejo,Indicação,SP,2022-02-09,36-45,True
3476,CLI03476,Mateus Cunha,PF - Varejo,Indicação,SP,2022-04-12,46-55,True
3477,CLI03477,Dr. Rael Vasconcelos,PF - Premium,Digital,SC,2021-11-14,18-25,True
3478,CLI03478,Fernando Fogaça,PJ - Frota Grande,Recall,SP,2021-12-18,36-45,True
3479,CLI03479,Stephany Fernandes,PJ - Frota Pequena,Digital,DF,2022-11-28,26-35,True
3480,CLI03480,Manuella Campos,PF - Varejo,Indicação,SP,2021-03-11,26-35,True
3481,CLI03481,Daniela Ferreira,PJ - Frota Grande,Indicação,MG,2021-11-16,36-45,True
3482,CLI03482,Davi Montenegro,PJ - Frota Pequena,CRM Ativo,CE,2022-01-21,56+,True
3483,CLI03483,Isaac Freitas,PJ - Frota Pequena,CRM Ativo,BA,2021-01-19,18-25,True
3484,CLI03484,Lorenzo da Cruz,PF - Varejo,Recall,RJ,2021-11-20,26-35,True
3485,CLI03485,Bianca Azevedo,PF - Premium,CRM Ativo,SP,2021-10-31,46-55,True
3486,CLI03486,João Carvalho,PJ - Frota Pequena,CRM Ativo,PE,2022-10-02,46-55,True
3487,CLI03487,Arthur Araújo,PF - Premium,Indicação,PR,2022-12-27,46-55,True
3488,CLI03488,Luiz Henrique Gomes,PJ - Frota Pequena,Showroom,SP,2021-08-16,36-45,True
3489,CLI03489,Isabel Carvalho,PF - Varejo,Indicação,SP,2022-06-08,26-35,True
3490,CLI03490,Bruna Aragão,PJ - Frota Pequena,Digital,RJ,2022-11-01,56+,True
3491,CLI03491,Liz Pacheco,PF - Varejo,Indicação,RJ,2021-10-20,26-35,True
3492,CLI03492,Amanda Barbosa,PF - Varejo,Indicação,PR,2023-06-05,26-35,True
3493,CLI03493,Elisa Araújo,PF - Varejo,Fidelização,MG,2022-07-15,56+,True
3494,CLI03494,Luísa Teixeira,PF - Varejo,Digital,CE,2021-05-29,18-25,True
3495,CLI03495,Breno Rios,PF - Varejo,Showroom,MG,2021-07-25,46-55,True
3496,CLI03496,Joaquim Campos,PJ - Frota Grande,Digital,PR,2023-04-24,36-45,True
3497,CLI03497,Yasmin Pinto,PJ - Frota Grande,Fidelização,SC,2021-02-10,26-35,True
3498,CLI03498,Eloá Barros,PJ - Frota Pequena,Digital,SP,2021-11-27,56+,True
3499,CLI03499,Levi Mendonça,PF - Varejo,CRM Ativo,SP,2021-06-21,46-55,True
3500,CLI03500,Dra. Isabella Porto,PF - Varejo,Digital,SP,2021-04-01,36-45,True
3501,CLI03501,Letícia Andrade,PF - Varejo,Showroom,SP,2023-06-14,18-25,True
3502,CLI03502,Eduardo Abreu,PF - Varejo,Digital,GO,2021-10-19,56+,True
3503,CLI03503,Olívia Abreu,PF - Varejo,Recall,CE,2021-12-30,26-35,True
3504,CLI03504,Lorenzo Câmara,PF - Varejo,Digital,SP,2022-04-06,18-25,True
3505,CLI03505,Pedro Henrique Moreira,PF - Varejo,Recall,SP,2023-04-18,26-35,True
3506,CLI03506,Maria Liz Jesus,PF - Varejo,Indicação,SP,2021-04-02,56+,True
3507,CLI03507,Pedro Miguel Gonçalves,PF - Varejo,Showroom,RJ,2021-09-22,36-45,True
3508,CLI03508,Liam Macedo,PF - Premium,Indicação,DF,2022-08-21,36-45,True
3509,CLI03509,Marcela Monteiro,PJ - Frota Pequena,Digital,ES,2023-03-30,46-55,True
3510,CLI03510,Dra. Emilly Vasconcelos,PJ - Frota Grande,Digital,MG,2021-07-16,46-55,True
3511,CLI03511,Ana Clara Cirino,PJ - Frota Pequena,CRM Ativo,RJ,2021-03-23,46-55,True
3512,CLI03512,Lorena Barros,PF - Varejo,Digital,SP,2023-05-12,26-35,True
3513,CLI03513,Sra. Maya Sales,PJ - Frota Grande,Indicação,RS,2021-10-19,36-45,True
3514,CLI03514,Ana Lívia Camargo,PF - Varejo,Digital,PR,2022-06-21,26-35,True
3515,CLI03515,Lucas Gabriel Mendonça,PJ - Frota Pequena,CRM Ativo,SP,2022-10-24,26-35,True
3516,CLI03516,Ravi Lucca Araújo,PF - Varejo,Showroom,RJ,2022-04-20,18-25,True
3517,CLI03517,Allana Pimenta,PF - Premium,CRM Ativo,RJ,2023-04-10,36-45,True
3518,CLI03518,Maria Luiza Garcia,PJ - Frota Grande,Showroom,BA,2021-03-06,36-45,True
3519,CLI03519,Davi Lucca Pastor,PJ - Frota Grande,Showroom,SC,2023-01-07,46-55,True
3520,CLI03520,Aylla Camargo,PJ - Frota Pequena,Digital,RJ,2021-12-05,46-55,True
3521,CLI03521,Oliver Moraes,PF - Varejo,Recall,SP,2021-04-28,46-55,True
3522,CLI03522,Sr. Vicente da Rocha,PF - Varejo,Fidelização,PR,2021-01-09,26-35,True
3523,CLI03523,Bento Sales,PF - Premium,Digital,RJ,2022-08-09,26-35,True
3524,CLI03524,Dra. Maria Clara da Mata,PF - Varejo,CRM Ativo,SP,2022-12-27,36-45,True
3525,CLI03525,Catarina Mendes,PF - Varejo,Recall,RJ,2021-08-13,36-45,True
3526,CLI03526,Lorena Sousa,PJ - Frota Pequena,Showroom,SP,2021-09-17,36-45,True
3527,CLI03527,Isaque Pacheco,PF - Varejo,Indicação,RJ,2022-01-31,36-45,True
3528,CLI03528,Luna Porto,PF - Varejo,Showroom,RJ,2022-12-25,26-35,True
3529,CLI03529,Lara Câmara,PF - Varejo,Showroom,PR,2023-01-19,26-35,True
3530,CLI03530,Antonella da Rocha,PJ - Frota Pequena,Digital,MG,2022-05-19,36-45,True
3531,CLI03531,Fernando da Cruz,PF - Premium,Showroom,RJ,2021-05-24,26-35,True
3532,CLI03532,Asafe Freitas,PF - Varejo,Recall,DF,2022-05-04,36-45,True
3533,CLI03533,Lorena Lopes,PF - Varejo,Showroom,GO,2022-01-13,56+,True
3534,CLI03534,Breno Gonçalves,PF - Premium,Fidelização,SP,2021-07-12,26-35,True
3535,CLI03535,Ana Laura Pimenta,PF - Varejo,Showroom,SP,2022-07-24,36-45,True
3536,CLI03536,Liam da Rosa,PF - Varejo,Digital,DF,2021-01-17,26-35,True
3537,CLI03537,José Miguel Pacheco,PF - Varejo,Showroom,SP,2022-06-19,36-45,True
3538,CLI03538,Marcelo Sá,PJ - Frota Pequena,CRM Ativo,DF,2021-12-12,26-35,True
3539,CLI03539,Sr. Lucas Silva,PF - Premium,Indicação,SP,2021-03-16,18-25,True
3540,CLI03540,João Gabriel Marques,PF - Varejo,Fidelização,RJ,2022-01-04,36-45,True
3541,CLI03541,Marcela Vieira,PF - Varejo,Digital,ES,2021-07-16,26-35,True
3542,CLI03542,Isabel Cavalcanti,PF - Premium,Digital,SP,2022-12-21,36-45,True
3543,CLI03543,Jade Azevedo,PJ - Frota Pequena,Indicação,SP,2023-01-23,26-35,True
3544,CLI03544,Srta. Lívia Pacheco,PJ - Frota Pequena,Showroom,PR,2022-12-18,36-45,True
3545,CLI03545,Dr. Bento Mendonça,PJ - Frota Pequena,Showroom,GO,2022-11-27,46-55,True
3546,CLI03546,Ana Luiza Andrade,PF - Premium,Digital,DF,2023-06-19,56+,True
3547,CLI03547,José Fonseca,PF - Varejo,Indicação,PE,2021-11-20,26-35,True
